iter	Passed	Remaining
190	3160	21661
191	3175	21632
192	3196	21644
193	3208	21600
194	3231	21626
195	3247	21605
196	3261	21574
197	3277	21550
198	3290	21511
199	3313	21538
200	3329	21518
201	3353	21548
202	3367	21516
203	3379	21472
204	3394	21440
205	3405	21394
206	3419	21359
207	3437	21350
208	3450	21312
209	3463	21274
210	3476	21240
211	3494	21228
212	3512	21224
213	3527	21198
214	3542	21174
215	3563	21180
216	3575	21140
217	3598	21161
218	3611	21126
219	3625	21093
220	3638	21058
221	3653	21033
222	3668	21007
223	3682	20976
224	3704	20991
225	3717	20956
226	3730	20920
227	3742	20878
228	3755	20843
229	3768	20807
230	3781	20775
231	3797	20757
232	3820	20776
233	3833	20739
234	3853	20744
235	3880	20781
236	3896	20762
237	3917	20772
238	3939	20784
239	3953	20753
240	3966	20721
241	3980	20691
242	4000	20696
243	4015	20670
244	4030	20647
245	4047	20634
246	4065	20624
247	4082	20608
248	4106	20631
249	4125	20628
250	4145	20628
251	4162	20616
252	4184	20622
253	4201	20609
254	4233	20667
255	4254	20674
256	4275	20677
257	4305	20728
258	4335	20774
259	4364	20815
260	4381	20801
261	4395	20767
262	4408	20735
263	4430	20743
264	4445	20719
265	4463	20707
266	4483	20706
267	4507	20720
268	4529	20729
269	4546	20711
270	4561	20686
271	4574	20654
272	4586	20616
273	4600	20586
274	4616	20564
275	4630	20534
276	4644	20505
277	4672	20538
278	4687	20512
279	4701	20483
280	4714	20450
281	4729	20429
282	4742	20396
283	4755	20363
284	4770	20336
285	4791	20337
286	4815	20353
287	4840	20369
288	4878	20442
289	4895	20424
290	4917	20432
291	4931	20402
292	4944	20369
293	4959	20342
294	4973	20314
295	4984	20274
296	4998	20245
297	5010	20210
298	5023	20177
299	5035	20141
300	5050	20119
301	5065	20093
302	5084	20086
303	5097	20056
304	5123	20075
305	5138	20050
306	5163	20063
307	5178	20041
308	5197	20033
309	5221	20044
310	5238	20026
311	5255	20011
312	5274	20002
313	5298	20011
314	5310	19976
315	5323	19945
316	5339	19927
317	5352	19896
318	5367	19872
319	5382	19849
320	5405	19854
321	5420	19831
322	5447	19850
323	5460	19820
324	5475	19795
325	5490	19770
326	5505	19750
327	5540	19795
328	5560	19793
329	5580	19784
330	5599	19775
331	5616	19759
332	5635	19750
333	5662	19767
334	5677	19743
335	5700	19747
336	5756	19866
337	5771	19841
338	5785	19815
339	5800	19789
340	5813	19760
341	5834	19755
342	5849	19730
343	5861	19698
344	5876	19673
345	5898	19673
346	5912	19644
347	5927	19622
348	5950	19626
349	5967	19606
350	5981	19580
351	5997	19559
352	6011	19532
353	6031	19524
354	6046	19501
355	6060	19475
356	6077	19458
357	6094	19442
358	6119	19450
359	6141	19449
360	6154	19416
361	6168	19390
362	6180	19357
363	6194	19330
364	6207	19302
365	6224	19285
366	6241	19268
367	6256	19244
368	6268	19212
369	6279	19177
370	6294	19153
371	6310	19135
372	6327	19118
373	6348	19112
374	6359	19079
375	6373	19053
376	6388	19029
377	6401	19000
378	6411	18965
379	6430	18953
380	6442	18923
381	6456	18895
382	6476	18887
383	6490	18863
384	6513	18864
385	6533	18856
386	6545	18825
387	6557	18794
388	6570	18765
389	6582	18734
390	6603	18729
391	6620	18713
392	6634	18688
393	6655	18683
394	6669	18657
395	6682	18630
396	6697	18608
397	6710	18581
398	6728	18566
399	6740	18537
400	6768	18549
401	6786	18535
402	6801	18513
403	6822	18508
404	6838	18488
405	6853	18465
406	6865	18438
407	6879	18411
408	6891	18382
409	6917	18391
410	6937	18380
411	6955	18366
412	6971	18349
413	6988	18330
414	7003	18311
415	7019	18291
416	7036	18273
417	7049	18247
418	7072	18245
419	7091	18235
420	7106	18213
421	7125	18203
422	7139	18178
423	7154	18155
424	7183	18169
425	7203	18161
426	7219	18142
427	7235	18123
428	7252	18107
429	7267	18083
430	7282	18061
431	7296	18038
432	7314	18024
433	7328	17999
434	7341	17974
435	7355	17949
436	7377	17944
437	7389	17917
438	7401	17888
439	7419	17875
440	7433	17851
441	7451	17836
442	7466	17814
443	7479	17788
444	7497	17774
445	7523	17778
446	7536	17753
447	7553	17737
448	7576	17733
449	7601	17735
450	7612	17707
451	7625	17679
452	7637	17652
453	7652	17630
454	7668	17612
455	7687	17601
456	7706	17587
457	7722	17569
458	7738	17550
459	7756	17537
460	7772	17517
461	7786	17494
462	7801	17473
463	7818	17457
464	7837	17445
465	7854	17429
466	7872	17414
467	7897	17415
468	7912	17394
469	7930	17378
470	7946	17359
471	7961	17340
472	7978	17323
473	7993	17303
474	8007	17279
475	8020	17253
476	8035	17232
477	8047	17206
478	8061	17183
479	8075	17159
480	8089	17136
481	8103	17114
482	8125	17108
483	8138	17084
484	8151	17059
485	8163	17032
486	8178	17012
487	8194	16994
488	8214	16983
489	8231	16967
490	8246	16945
491	8269	16942
492	8285	16923
493	8301	16904
494	8316	16885
495	8344	16890
496	8367	16886
497	8390	16882
498	8406	16863
499	8426	16853
500	8440	16830
501	8457	16813
502	8473	16794
503	8490	16778
504	8508	16763
505	8527	16750
506	8542	16731
507	8558	16713
508	8576	16698
509	8594	16684
510	8608	16660
511	8626	16645
512	8643	16630
513	8660	16612
514	8676	16594
515	8689	16570
516	8725	16589
517	8739	16568
518	8761	16560
519	8776	16540
520	8789	16516
521	8812	16510
522	8834	16503
523	8849	16483
524	8864	16462
525	8890	16462
526	8908	16448
527	8925	16431
528	8939	16409
529	8952	16385
530	8966	16362
531	8979	16339
532	8992	16313
533	9007	16294
534	9022	16274
535	9035	16250
536	9050	16230
537	9066	16211
538	9081	16192
539	9106	16189
540	9121	16168
541	9133	16143
542	9147	16122
543	9162	16101
544	9183	16091
545	9196	16068
546	9210	16046
547	9224	16025
548	9238	16003
549	9251	15979
550	9265	15957
551	9277	15933
552	9294	15916
553	9313	15904
554	9330	15886
555	9343	15864
556	9368	15860
557	9383	15841
558	9410	15841
559	9426	15823
560	9442	15805
561	9459	15787
562	9478	15774
563	9502	15770
564	9517	15750
565	9533	15732
566	9547	15711
567	9561	15689
568	9577	15670
569	9590	15647
570	9604	15625
571	9620	15607
572	9635	15588
573	9647	15564
574	9659	15538
575	9672	15516
576	9693	15506
577	9707	15484
578	9730	15478
579	9744	15456
580	9757	15433
581	9781	15428
582	9842	15481
583	9858	15462
584	9876	15447
585	9899	15440
586	9911	15416
587	9923	15392
588	9935	15367
589	9946	15341
590	9958	15316
591	9970	15291
592	9980	15266
593	9991	15239
594	10017	15237
595	10041	15230
596	10054	15207
597	10067	15184
598	10088	15174
599	10101	15151
600	10124	15144
601	10144	15131
602	10157	15109
603	10182	15104
604	10197	15086
605	10224	15083
606	10250	15080
607	10267	15062
608	10279	15038
609	10292	15017
610	10306	14995
611	10332	14992
612	10354	14982
613	10369	14963
614	10389	14950
615	10405	14932
616	10420	14912
617	10434	14892
618	10458	14884
619	10474	14866
620	10491	14849
621	10504	14827
622	10518	14807
623	10533	14786
624	10546	14765
625	10568	14756
626	10583	14735
627	10595	14712
628	10608	14689
629	10623	14670
630	10646	14661
631	10660	14641
632	10679	14627
633	10696	14610
634	10717	14599
635	10733	14580
636	10750	14563
637	10764	14544
638	10780	14525
639	10798	14510
640	10812	14490
641	10827	14470
642	10842	14450
643	10855	14429
644	10878	14419
645	10891	14398
646	10913	14387
647	10931	14373
648	10946	14353
649	10965	14338
650	10978	14317
651	10990	14294
652	11004	14274
653	11021	14256
654	11034	14235
655	11048	14214
656	11063	14195
657	11086	14186
658	11100	14165
659	11113	14144
660	11128	14125
661	11145	14108
662	11162	14092
663	11181	14077
664	11203	14066
665	11227	14059
666	11245	14044
667	11263	14028
668	11293	14028
669	11312	14013
670	11328	13995
671	11345	13979
672	11360	13959
673	11379	13946
674	11409	13944
675	11435	13939
676	11450	13919
677	11467	13903
678	11480	13881
679	11493	13860
680	11508	13840
681	11525	13823
682	11544	13808
683	11558	13789
684	11578	13776
685	11592	13755
686	11608	13737
687	11625	13721
688	11652	13715
689	11678	13709
690	11692	13689
691	11713	13677
692	11729	13658
693	11745	13641
694	11764	13626
695	11781	13609
696	11797	13591
697	11819	13580
698	11834	13561
699	11856	13550
700	11880	13541
701	11894	13521
702	11912	13504
703	11932	13492
704	11950	13476
705	11970	13462
706	11984	13442
707	11998	13421
708	12011	13400
709	12040	13396
710	12053	13375
711	12067	13355
712	12079	13333
713	12091	13311
714	12108	13293
715	12121	13272
716	12143	13261
717	12158	13242
718	12183	13234
719	12204	13222
720	12220	13203
721	12240	13190
722	12254	13169
723	12267	13148
724	12281	13128
725	12305	13118
726	12319	13099
727	12343	13089
728	12356	13068
729	12374	13053
730	12390	13034
731	12404	13014
732	12429	13005
733	12447	12990
734	12476	12985
735	12491	12967
736	12503	12944
737	12529	12937
738	12547	12920
739	12565	12905
740	12583	12889
741	12598	12870
742	12615	12852
743	12644	12848
744	12659	12829
745	12676	12812
746	12692	12793
747	12711	12779
748	12732	12766
749	12748	12748
750	12772	12738
751	12800	12732
752	12828	12725
753	12840	12703
754	12852	12681
755	12867	12662
756	12884	12646
757	12902	12630
758	12921	12614
759	12936	12595
760	12948	12574
761	12964	12555
762	12977	12535
763	12999	12523
764	13013	12502
765	13030	12486
766	13061	12482
767	13078	12465
768	13103	12456
769	13119	12438
770	13141	12425
771	13156	12407
772	13178	12394
773	13190	12372
774	13204	12352
775	13218	12332
776	13229	12309
777	13242	12289
778	13257	12270
779	13287	12265
780	13301	12245
781	13318	12228
782	13343	12218
783	13368	12209
784	13385	12191
785	13398	12170
786	13409	12148
787	13423	12128
788	13437	12108
789	13451	12089
790	13467	12071
791	13481	12051
792	13497	12033
793	13512	12015
794	13525	11994
795	13540	11975
796	13553	11954
797	13566	11934
798	13585	11919
799	13609	11908
800	13627	11892
801	13639	11870
802	13664	11860
803	13681	11843
804	13705	11832
805	13723	11816
806	13738	11797
807	13763	11787
808	13784	11774
809	13801	11756
810	13816	11737
811	13831	11719
812	13846	11700
813	13861	11681
814	13873	11660
815	13889	11642
816	13904	11623
817	13927	11612
818	14036	11671
819	14092	11686
820	14109	11669
821	14126	11652
822	14139	11631
823	14152	11610
824	14167	11591
825	14181	11571
826	14193	11550
827	14210	11533
828	14227	11515
829	14265	11515
830	14281	11497
831	14296	11478
832	14309	11458
833	14323	11437
834	14335	11416
835	14349	11397
836	14364	11378
837	14383	11362
838	14398	11343
839	14415	11326
840	14432	11308
841	14451	11293
842	14464	11272
843	14477	11252
844	14497	11238
845	14521	11226
846	14534	11205
847	14550	11187
848	14567	11170
849	14581	11150
850	14597	11132
851	14611	11113
852	14626	11093
853	14639	11074
854	14655	11055
855	14676	11041
856	14692	11023
857	14711	11008
858	14735	10996
859	14748	10975
860	14765	10958
861	14781	10940
862	14808	10930
863	14828	10915
864	14854	10904
865	14871	10887
866	14889	10871
867	14907	10854
868	14933	10843
869	14947	10823
870	14969	10810
871	14995	10799
872	15016	10784
873	15029	10764
874	15052	10752
875	15074	10737
876	15091	10720
877	15103	10699
878	15116	10679
879	15133	10662
880	15145	10641
881	15156	10620
882	15169	10599
883	15183	10580
884	15201	10563
885	15217	10546
886	15233	10527
887	15249	10510
888	15264	10491
889	15283	10475
890	15295	10454
891	15314	10438
892	15333	10422
893	15357	10410
894	15373	10391
895	15395	10377
896	15415	10363
897	15435	10347
898	15451	10329
899	15463	10308
900	15475	10288
901	15488	10268
902	15500	10247
903	15512	10227
904	15524	10206
905	15536	10186
906	15550	10167
907	15563	10147
908	15576	10127
909	15596	10112
910	15609	10092
911	15620	10070
912	15632	10050
913	15644	10030
914	15655	10009
915	15668	9989
916	15681	9969
917	15697	9952
918	15716	9936
919	15742	9924
920	15755	9905
921	15768	9885
922	15785	9868
923	15803	9851
924	15818	9833
925	15833	9814
926	15847	9795
927	15860	9775
928	15880	9761
929	15896	9743
930	15921	9730
931	15945	9718
932	15958	9698
933	15972	9679
934	15984	9658
935	16006	9644
936	16018	9624
937	16035	9607
938	16050	9589
939	16063	9569
940	16075	9549
941	16091	9532
942	16105	9513
943	16118	9493
944	16130	9473
945	16145	9454
946	16159	9436
947	16172	9416
948	16189	9400
949	16211	9385
950	16226	9367
951	16238	9347
952	16250	9327
953	16265	9309
954	16280	9290
955	16293	9271
956	16306	9252
957	16318	9232
958	16331	9212
959	16344	9193
960	16360	9176
961	16383	9162
962	16402	9146
963	16416	9127
964	16433	9110
965	16450	9093
966	16464	9075
967	16479	9056
968	16496	9039
969	16517	9025
970	16532	9006
971	16545	8987
972	16559	8968
973	16571	8949
974	16585	8930
975	16601	8913
976	16616	8894
977	16629	8875
978	16644	8857
979	16659	8839
980	16678	8823
981	16692	8805
982	16719	8793
983	16742	8779
984	16757	8761
985	16772	8743
986	16786	8724
987	16800	8706
988	16815	8688
989	16833	8672
990	16847	8653
991	16861	8634
992	16873	8615
993	16889	8597
994	16902	8578
995	16920	8561
996	16935	8544
997	16953	8527
998	16968	8509
999	16986	8493
1000	17004	8476
1001	17023	8460
1002	17041	8444
1003	17057	8427
1004	17073	8409
1005	17090	8392
1006	17104	8373
1007	17117	8354
1008	17138	8339
1009	17156	8323
1010	17171	8305
1011	17197	8293
1012	17212	8275
1013	17227	8256
1014	17243	8239
1015	17261	8223
1016	17285	8209
1017	17304	8193
1018	17320	8175
1019	17337	8158
1020	17355	8142
1021	17372	8125
1022	17388	8107
1023	17407	8091
1024	17425	8075
1025	17443	8058
1026	17459	8041
1027	17476	8024
1028	17492	8006
1029	17509	7989
1030	17523	7971
1031	17550	7958
1032	17563	7940
1033	17578	7922
1034	17591	7903
1035	17608	7886
1036	17633	7872
1037	17652	7856
1038	17668	7839
1039	17685	7822
1040	17702	7805
1041	17717	7787
1042	17734	7770
1043	17759	7756
1044	17779	7741
1045	17796	7724
1046	17812	7706
1047	17825	7688
1048	17842	7670
1049	17855	7652
1050	17873	7635
1051	17891	7619
1052	17908	7602
1053	17924	7584
1054	17938	7566
1055	17961	7552
1056	17980	7535
1057	18004	7521
1058	18019	7503
1059	18031	7484
1060	18044	7466
1061	18060	7448
1062	18077	7431
1063	18093	7414
1064	18108	7396
1065	18121	7377
1066	18138	7360
1067	18155	7343
1068	18171	7326
1069	18196	7312
1070	18212	7295
1071	18227	7277
1072	18252	7263
1073	18265	7244
1074	18281	7227
1075	18295	7209
1076	18311	7192
1077	18326	7174
1078	18344	7157
1079	18362	7141
1080	18379	7123
1081	18394	7106
1082	18416	7091
1083	18437	7075
1084	18451	7057
1085	18469	7040
1086	18491	7025
1087	18507	7008
1088	18522	6990
1089	18536	6972
1090	18553	6955
1091	18576	6940
1092	18590	6922
1093	18605	6904
1094	18620	6887
1095	18652	6875
1096	18674	6860
1097	18690	6842
1098	18709	6826
1099	18731	6811
1100	18754	6796
1101	18772	6779
1102	18787	6762
1103	18814	6748
1104	18832	6731
1105	18848	6714
1106	18868	6698
1107	18883	6680
1108	18897	6662
1109	18908	6643
1110	18927	6627
1111	18939	6608
1112	18952	6589
1113	18964	6571
1114	18977	6552
1115	18989	6534
1116	19002	6515
1117	19024	6500
1118	19038	6482
1119	19054	6464
1120	19067	6446
1121	19080	6428
1122	19092	6409
1123	19104	6390
1124	19120	6373
1125	19133	6355
1126	19146	6336
1127	19157	6317
1128	19168	6299
1129	19180	6280
1130	19192	6261
1131	19204	6243
1132	19219	6225
1133	19236	6208
1134	19252	6191
1135	19267	6173
1136	19290	6158
1137	19314	6143
1138	19336	6128
1139	19351	6110
1140	19364	6092
1141	19382	6076
1142	19395	6057
1143	19411	6040
1144	19433	6025
1145	19448	6007
1146	19462	5989
1147	19477	5972
1148	19492	5954
1149	19506	5936
1150	19520	5918
1151	19533	5900
1152	19552	5884
1153	19572	5868
1154	19587	5850
1155	19613	5836
1156	19629	5819
1157	19643	5801
1158	19659	5784
1159	19674	5766
1160	19700	5752
1161	19721	5736
1162	19739	5719
1163	19754	5702
1164	19767	5684
1165	19784	5667
1166	19800	5650
1167	19823	5634
1168	19839	5617
1169	19860	5601
1170	19906	5592
1171	19922	5575
1172	19937	5557
1173	19951	5540
1174	19967	5522
1175	19984	5506
1176	20000	5488
1177	20017	5471
1178	20041	5456
1179	20058	5439
1180	20073	5422
1181	20093	5405
1182	20109	5388
1183	20126	5371
1184	20142	5354
1185	20161	5337
1186	20179	5321
1187	20195	5303
1188	20217	5288
1189	20246	5274
1190	20272	5259
1191	20286	5241
1192	20300	5223
1193	20319	5207
1194	20335	5190
1195	20359	5175
1196	20387	5160
1197	20411	5145
1198	20432	5129
1199	20456	5114
1200	20471	5096
1201	20485	5078
1202	20498	5060
1203	20511	5042
1204	20528	5025
1205	20551	5010
1206	20565	4992
1207	20579	4974
1208	20596	4957
1209	20613	4940
1210	20629	4923
1211	20645	4905
1212	20658	4887
1213	20675	4870
1214	20692	4853
1215	20709	4836
1216	20728	4820
1217	20745	4803
1218	20757	4784
1219	20772	4767
1220	20787	4749
1221	20801	4732
1222	20818	4715
1223	20833	4697
1224	20849	4680
1225	20875	4665
1226	20887	4647
1227	20904	4630
1228	20919	4612
1229	20945	4597
1230	20963	4580
1231	20979	4563
1232	20993	4546
1233	21009	4528
1234	21027	4511
1235	21041	4494
1236	21056	4476
1237	21076	4460
1238	21093	4443
1239	21108	4426
1240	21130	4409
1241	21156	4394
1242	21181	4379
1243	21196	4361
1244	21210	4344
1245	21224	4326
1246	21248	4311
1247	21275	4295
1248	21287	4278
1249	21306	4261
1250	21322	4244
1251	21334	4226
1252	21350	4208
1253	21364	4191
1254	21377	4173
1255	21399	4157
1256	21416	4140
1257	21433	4123
1258	21449	4105
1259	21463	4088
1260	21477	4070
1261	21492	4053
1262	21513	4036
1263	21528	4019
1264	21543	4002
1265	21556	3984
1266	21570	3966
1267	21581	3948
1268	21594	3930
1269	21610	3913
1270	21624	3896
1271	21638	3878
1272	21652	3861
1273	21668	3843
1274	21690	3827
1275	21709	3811
1276	21725	3793
1277	21742	3776
1278	21758	3759
1279	21772	3742
1280	21791	3725
1281	21808	3708
1282	21823	3691
1283	21836	3673
1284	21850	3655
1285	21875	3640
1286	21890	3622
1287	21904	3605
1288	21916	3587
1289	21928	3569
1290	21941	3552
1291	21954	3534
1292	21971	3517
1293	21983	3499
1294	21996	3482
1295	22009	3464
1296	22032	3448
1297	22049	3431
1298	22065	3414
1299	22077	3396
1300	22095	3379
1301	22110	3362
1302	22125	3345
1303	22138	3327
1304	22152	3310
1305	22173	3293
1306	22199	3278
1307	22220	3261
1308	22236	3244
1309	22251	3227
1310	22264	3209
1311	22278	3192
1312	22291	3174
1313	22304	3157
1314	22321	3140
1315	22342	3123
1316	22357	3106
1317	22370	3089
1318	22384	3071
1319	22404	3055
1320	22421	3038
1321	22445	3022
1322	22462	3005
1323	22479	2988
1324	22491	2970
1325	22505	2953
1326	22520	2936
1327	22537	2919
1328	22554	2901
1329	22575	2885
1330	22588	2868
1331	22614	2852
1332	22630	2835
1333	22645	2817
1334	22659	2800
1335	22673	2783
1336	22686	2765
1337	22700	2748
1338	22723	2732
1339	22735	2714
1340	22749	2697
1341	22763	2680
1342	22780	2663
1343	22794	2645
1344	22810	2628
1345	22834	2612
1346	22851	2595
1347	22864	2578
1348	22876	2560
1349	22896	2544
1350	22909	2526
1351	22922	2509
1352	22938	2492
1353	22955	2475
1354	22973	2458
1355	22989	2441
1356	23005	2424
1357	23021	2407
1358	23033	2389
1359	23054	2373
1360	23070	2356
1361	23090	2339
1362	23110	2322
1363	23125	2305
1364	23143	2288
1365	23164	2272
1366	23180	2255
1367	23199	2238
1368	23213	2221
1369	23227	2204
1370	23241	2186
1371	23256	2169
1372	23272	2152
1373	23295	2136
1374	23312	2119
1375	23328	2102
1376	23345	2085
1377	23359	2068
1378	23373	2050
1379	23387	2033
1380	23403	2016
1381	23428	2000
1382	23455	1984
1383	23469	1967
1384	23489	1950
1385	23506	1933
1386	23521	1916
1387	23538	1899
1388	23553	1882
1389	23572	1865
1390	23591	1848
1391	23610	1831
1392	23627	1814
1393	23641	1797
1394	23658	1780
1395	23674	1763
1396	23692	1746
1397	23707	1729
1398	23724	1712
1399	23738	1695
1400	23751	1678
1401	23767	1661
1402	23781	1644
1403	23797	1627
1404	23815	1610
1405	23837	1593
1406	23853	1576
1407	23880	1560
1408	23896	1543
1409	23912	1526
1410	23931	1509
1411	23970	1493
1412	23991	1477
1413	24009	1460
1414	24032	1443
1415	24043	1426
1416	24056	1409
1417	24068	1391
1418	24081	1374
1419	24094	1357
1420	24114	1340
1421	24137	1323
1422	24149	1306
1423	24162	1289
1424	24174	1272
1425	24187	1255
1426	24199	1237
1427	24218	1221
1428	24233	1204
1429	24246	1186
1430	24258	1169
1431	24280	1153
1432	24297	1136
1433	24310	1118
1434	24324	1101
1435	24337	1084
1436	24365	1068
1437	24379	1051
1438	24402	1034
1439	24416	1017
1440	24428	1000
1441	24451	983
1442	24476	966
1443	24492	949
1444	24506	932
1445	24517	915
1446	24528	898
1447	24541	881
1448	24553	864
1449	24566	847
1450	24586	830
1451	24612	813
1452	24626	796
1453	24638	779
1454	24653	762
1455	24668	745
1456	24686	728
1457	24701	711
1458	24715	694
1459	24734	677
1460	24748	660
1461	24765	643
1462	24780	626
1463	24796	609
1464	24810	592
1465	24834	575
1466	24847	558
1467	24861	541
1468	24875	524
1469	24888	507
1470	24907	491
1471	24923	474
1472	24936	457
1473	24948	440
1474	24963	423
1475	24980	406
1476	24994	389
1477	25007	372
1478	25030	355
1479	25044	338
1480	25058	321
1481	25076	304
1482	25099	287
1483	25113	270
1484	25126	253
1485	25138	236
1486	25152	219
1487	25169	202
1488	25181	186
1489	25196	169
1490	25212	152
1491	25236	135
1492	25255	118
1493	25272	101
1494	25288	84
1495	25304	67
1496	25325	50
1497	25350	33
1498	25372	16
1499	25387	0
