iter	RMSE
318	1929.664659
319	1929.662457
320	1929.600697
321	1929.562165
322	1929.226021
323	1929.219194
324	1929.213468
325	1929.210055
326	1929.209945
327	1929.208293
328	1929.206862
329	1929.206752
330	1929.182857
331	1929.178342
332	1929.177902
333	1929.035958
334	1929.035848
335	1928.963165
336	1928.952042
337	1928.952263
338	1928.946756
339	1928.640796
340	1928.640906
341	1928.629891
342	1928.630001
343	1928.630001
344	1928.616453
345	1928.195535
346	1928.193552
347	1928.193442
348	1928.193442
349	1928.175704
350	1928.171958
351	1927.561506
352	1927.561285
353	1927.520728
354	1927.520728
355	1927.508495
356	1927.494609
357	1927.494388
358	1927.456806
359	1927.415916
360	1927.415696
361	1927.368853
362	1927.368853
363	1927.368964
364	1927.368633
365	1927.345597
366	1927.291699
367	1927.236477
368	1927.236036
369	1927.236146
370	1927.234162
371	1927.168245
372	1927.159427
373	1927.085571
374	1927.083697
375	1927.082815
376	1926.578425
377	1926.575338
378	1926.575338
379	1926.553726
380	1926.552182
381	1926.552182
382	1926.183641
383	1926.183641
384	1925.672175
385	1925.667101
386	1925.667101
387	1925.666991
388	1925.651215
389	1925.651326
390	1925.234945
391	1925.166533
392	1925.165098
393	1925.160574
394	1925.157043
395	1925.157153
396	1924.777198
397	1924.777088
398	1924.635592
399	1924.63493
400	1924.401804
401	1924.399154
402	1924.399044
403	1924.372882
404	1924.367141
405	1924.367141
406	1924.367031
407	1924.365485
408	1924.365265
409	1924.210381
410	1924.199672
411	1924.198126
412	1924.198126
413	1924.197464
414	1924.196249
415	1924.196139
416	1924.196139
417	1924.196029
418	1924.152641
419	1924.103842
420	1924.103401
421	1924.087061
422	1923.921333
423	1923.921333
424	1923.908525
425	1923.096239
426	1923.096128
427	1923.096239
428	1923.096018
429	1923.094361
430	1923.092152
431	1923.092041
432	1922.953736
433	1922.951968
434	1922.950753
435	1922.911646
436	1922.408703
437	1922.395442
438	1922.395332
439	1922.394558
440	1922.393122
441	1922.36859
442	1922.3687
443	1922.368037
444	1922.358423
445	1922.023672
446	1922.023783
447	1922.023562
448	1921.186374
449	1921.173547
450	1921.173216
451	1921.173105
452	1921.172884
453	1921.172994
454	1921.172773
455	1921.045167
456	1920.985894
457	1920.986005
458	1920.97749
459	1920.977379
460	1920.976163
461	1920.975942
462	1920.969528
463	1920.969528
464	1920.967758
465	1920.967869
466	1920.967758
467	1920.695366
468	1920.692048
469	1920.691938
470	1920.688067
471	1920.687956
472	1920.681541
473	1920.681541
474	1920.68143
475	1920.680546
476	1920.680435
477	1920.680546
478	1920.679661
479	1920.67955
480	1920.667273
481	1920.666499
482	1920.656655
483	1920.651125
484	1920.651125
485	1920.651015
486	1920.651015
487	1920.642166
488	1920.626018
489	1920.625907
490	1920.625907
491	1920.623695
492	1920.623695
493	1920.623585
494	1920.623474
495	1920.603012
496	1920.524811
497	1920.511427
498	1920.510985
499	1920.511096
500	1920.510985
501	1920.454129
502	1920.432338
503	1920.429683
504	1920.429794
505	1920.429462
506	1920.333002
507	1920.333002
508	1920.31132
509	1920.310767
510	1920.310767
511	1920.029762
512	1920.009183
513	1919.988936
514	1919.963709
515	1919.963709
516	1919.963377
517	1919.962271
518	1919.943019
519	1919.939921
520	1919.939921
521	1919.88338
522	1919.680773
523	1919.680884
524	1919.680441
525	1919.614265
526	1919.611277
527	1919.608953
528	1919.608953
529	1919.608843
530	1919.608843
531	1919.608843
532	1919.608621
533	1919.601871
534	1919.545763
535	1919.545874
536	1919.545763
537	1919.545652
538	1919.545652
539	1919.527392
540	1919.506033
541	1919.505922
542	1919.505922
543	1919.505701
544	1919.385399
545	1919.383849
546	1919.380308
547	1919.379312
548	1919.379312
549	1919.378648
550	1919.373446
551	1919.373224
552	1919.363928
553	1919.290325
554	1919.258006
555	1919.156284
556	1919.002862
557	1918.870461
558	1918.424483
559	1918.423819
560	1918.423486
561	1918.411859
562	1918.381518
563	1918.341432
564	1918.33368
565	1918.275099
566	1918.274656
567	1918.220725
568	1918.204778
569	1918.203892
570	1918.203892
571	1918.203559
572	1918.203449
573	1918.201898
574	1918.201898
575	1918.201677
576	1918.194257
577	1918.192706
578	1917.777476
579	1917.767063
580	1917.762965
581	1917.744244
582	1917.735604
583	1917.735493
584	1917.735493
585	1917.705363
586	1917.701708
587	1917.701597
588	1917.701708
589	1917.698717
590	1917.693621
591	1917.6934
592	1917.693289
593	1917.692735
594	1917.651083
595	1917.640116
596	1917.631476
597	1917.631476
598	1917.607658
599	1917.600125
600	1917.525237
601	1917.509173
602	1917.508951
603	1917.39916
604	1917.398938
605	1917.340772
606	1916.704371
607	1916.704149
608	1916.704149
609	1916.693066
610	1916.692845
611	1916.295469
612	1916.19991
613	1916.185165
614	1916.185054
615	1916.183946
616	1916.183835
617	1916.183502
618	1916.127627
619	1916.127405
620	1916.100132
621	1916.099689
622	1916.099578
623	1916.030174
624	1916.029841
625	1915.947463
626	1915.947352
627	1915.947463
628	1915.947463
629	1915.941254
630	1915.93194
631	1915.926618
632	1915.925842
633	1915.925731
634	1915.925288
635	1915.925398
636	1915.925398
637	1915.925177
638	1915.924955
639	1915.924844
640	1915.924622
641	1915.924622
642	1915.924733
643	1915.924179
644	1915.884263
645	1915.88393
646	1915.881823
647	1915.877388
648	1915.877277
649	1915.877166
650	1915.876834
651	1915.876834
652	1915.876612
653	1915.876723
654	1915.87639
655	1915.87639
656	1915.842572
657	1915.837693
658	1915.82849
659	1915.825274
660	1915.820728
661	1915.820284
662	1915.817845
663	1915.817401
664	1915.354742
665	1915.338327
666	1915.325905
667	1915.325128
668	1915.291411
669	1915.2913
670	1915.290635
671	1915.29008
672	1915.289858
673	1915.24882
674	1915.239614
675	1915.231295
676	1915.230851
677	1915.230408
678	1915.23063
679	1915.230519
680	1915.230408
681	1915.230408
682	1915.230408
683	1915.228411
684	1915.203676
685	1915.20168
686	1915.201791
687	1915.201458
688	1915.16674
689	1915.047941
690	1915.048051
691	1914.979275
692	1914.978055
693	1914.977389
694	1914.923365
695	1914.923032
696	1914.922588
697	1914.756068
698	1914.755957
699	1914.755291
700	1914.754182
701	1914.753627
702	1914.753072
703	1914.752074
704	1914.75041
705	1914.750521
706	1914.708805
707	1914.708472
708	1914.707363
709	1914.701482
710	1914.701039
711	1914.700595
712	1914.700151
713	1914.699818
714	1914.699263
715	1914.699042
716	1914.579547
717	1914.578438
718	1914.52651
719	1914.514748
720	1914.514637
721	1914.514305
722	1914.513639
723	1914.513528
724	1914.513528
725	1914.506094
726	1914.505206
727	1914.399237
728	1914.39846
729	1914.398349
730	1914.398238
731	1914.398017
732	1914.397795
733	1914.397684
734	1914.376489
735	1914.362507
736	1914.362285
737	1914.324889
738	1914.324889
739	1914.324889
740	1914.324778
741	1914.324778
742	1914.324667
743	1914.203707
744	1914.202153
745	1914.201931
746	1914.201598
747	1914.200932
748	1914.14733
749	1914.147441
750	1914.147441
751	1914.10771
752	1914.104602
753	1914.10438
754	1914.104269
755	1914.10327
756	1914.103381
757	1914.098054
758	1914.096167
759	1914.091839
760	1914.091284
761	1914.091395
762	1914.090951
763	1914.071751
764	1914.07164
765	1914.071418
766	1913.516639
767	1913.516306
768	1913.425159
769	1913.424382
770	1913.419275
771	1913.417832
772	1913.414723
773	1913.413058
774	1913.41328
775	1913.402178
776	1913.402178
777	1913.401622
778	1913.364762
779	1913.364651
780	1913.364318
781	1913.359322
782	1913.058753
783	1912.921388
784	1912.894735
785	1912.893403
786	1912.890293
787	1912.890182
788	1912.770352
789	1912.769242
790	1912.742921
791	1912.742476
792	1912.742032
793	1912.741921
794	1912.741588
795	1912.741588
796	1912.741366
797	1912.737701
798	1912.734813
799	1912.699162
800	1912.697718
801	1912.697607
802	1912.612308
803	1912.591649
804	1912.449585
805	1912.445142
806	1912.44492
807	1912.403709
808	1912.398489
809	1912.398155
810	1912.397933
811	1912.397822
812	1912.365164
813	1912.364942
814	1912.364609
815	1912.335727
816	1912.335727
817	1912.276851
818	1912.27674
819	1912.22475
820	1912.217751
821	1912.199865
822	1912.199421
823	1912.199421
824	1912.185423
825	1912.185312
826	1912.184423
827	1912.184534
828	1912.113988
829	1912.110544
830	1912.110211
831	1912.110211
832	1912.109989
833	1912.079103
834	1912.078659
835	1912.078548
836	1912.058661
837	1912.058105
838	1912.057661
839	1912.018886
840	1912.018886
841	1912.013331
842	1912.000776
843	1912.000888
844	1911.991221
845	1911.980555
846	1911.980555
847	1911.974222
848	1911.973222
849	1911.943335
850	1911.943335
851	1911.94289
852	1911.93189
853	1911.93189
854	1911.930224
855	1911.891558
856	1911.887447
857	1911.857558
858	1911.852669
859	1911.852113
860	1911.85078
861	1911.792889
862	1911.787778
863	1911.786777
864	1911.740441
865	1911.645543
866	1911.645432
867	1911.645321
868	1911.630096
869	1911.628207
870	1911.621317
871	1911.566642
872	1911.550417
873	1911.550306
874	1911.535637
875	1911.531636
876	1911.529858
877	1911.529636
878	1911.529747
879	1911.529636
880	1911.529636
881	1911.529636
882	1911.529525
883	1911.528636
884	1911.528636
885	1911.528525
886	1911.528191
887	1911.528302
888	1911.528191
889	1911.527302
890	1911.522746
891	1911.505409
892	1911.369488
893	1911.360375
894	1911.359486
895	1911.260456
896	1911.260122
897	1911.248341
898	1911.246785
899	1911.246674
900	1911.245673
901	1911.244784
902	1911.244784
903	1911.244784
904	1911.245006
905	1911.244784
906	1911.217997
907	1911.217886
908	1911.217886
909	1911.155085
910	1911.141858
911	1911.140413
912	1911.140413
913	1911.140191
914	1911.137189
915	1911.137078
916	1911.137078
917	1911.127408
918	1911.123629
919	1911.024587
920	1911.023586
921	1911.022363
922	1911.017139
923	1910.967115
924	1910.933099
925	1910.93321
926	1910.933099
927	1910.93321
928	1910.875069
929	1910.874291
930	1910.852501
931	1910.836493
932	1910.835937
933	1910.7142
934	1910.713977
935	1910.532969
936	1910.523963
937	1910.513177
938	1910.510397
939	1910.510286
940	1910.510175
941	1910.509397
942	1910.508285
943	1910.508285
944	1910.508396
945	1910.407988
946	1910.407765
947	1910.407876
948	1910.398536
949	1910.361173
950	1910.360506
951	1910.360395
952	1910.360395
953	1910.35995
954	1910.360061
955	1910.349497
956	1910.34883
957	1910.348719
958	1910.348719
959	1910.348163
960	1910.348052
961	1910.343381
962	1910.341713
963	1910.341824
964	1910.341935
965	1910.339378
966	1910.263649
967	1910.26376
968	1910.263537
969	1910.254863
970	1910.254641
971	1910.244743
972	1910.244632
973	1910.244743
974	1910.220723
975	1910.213161
976	1910.213161
977	1910.213161
978	1910.212605
979	1910.212493
980	1910.192031
981	1910.192142
982	1909.970489
983	1909.911651
984	1909.884289
985	1909.884178
986	1909.884178
987	1909.884178
988	1909.875057
989	1909.838574
990	1909.838685
991	1909.833903
992	1909.833791
993	1909.833903
994	1909.833791
995	1909.828786
996	1909.828786
997	1909.826673
998	1909.826339
999	1909.825227
1000	1909.798197
1001	1909.797641
1002	1909.77951
1003	1909.779065
1004	1909.778731
1005	1909.778843
1006	1909.758042
1007	1909.707318
1008	1909.698753
1009	1909.666938
1010	1909.666827
1011	1909.586065
1012	1909.532111
1013	1909.531999
1014	1909.524434
1015	1909.518316
1016	1909.504298
1017	1909.472926
1018	1909.467252
1019	1909.466807
1020	1909.466696
1021	1909.380585
1022	1909.380474
1023	1909.36334
1024	1909.318948
1025	1909.313273
1026	1909.313273
1027	1909.313051
1028	1909.312828
1029	1909.312717
1030	1909.312494
1031	1909.307488
1032	1909.305151
1033	1909.305262
1034	1909.305151
1035	1909.30504
1036	1909.291466
1037	1909.291577
1038	1909.286014
1039	1909.218699
1040	1909.212468
1041	1909.210132
1042	1909.20646
1043	1909.20646
1044	1909.206349
1045	1909.202454
1046	1909.198115
1047	1909.19589
1048	1909.193219
1049	1909.192885
1050	1909.184095
1051	1909.157613
1052	1909.005167
1053	1908.970337
1054	1908.970448
1055	1908.947302
1056	1908.928384
1057	1908.923821
1058	1908.91937
1059	1908.91937
1060	1908.919147
1061	1908.918702
1062	1908.918702
1063	1908.889657
1064	1908.865841
1065	1908.857717
1066	1908.857606
1067	1908.843473
1068	1908.843361
1069	1908.830341
1070	1908.827558
1071	1908.827892
1072	1908.796508
1073	1908.795841
1074	1908.794728
1075	1908.794617
1076	1908.787383
1077	1908.786826
1078	1908.751324
1079	1908.75099
1080	1908.669187
1081	1908.669187
1082	1908.649599
1083	1908.566902
1084	1908.56679
1085	1908.566679
1086	1908.50112
1087	1908.500452
1088	1908.500229
1089	1908.500229
1090	1908.500007
1091	1908.487874
1092	1908.486204
1093	1908.485982
1094	1908.485759
1095	1908.443239
1096	1908.369104
1097	1908.369104
1098	1908.368992
1099	1908.368658
1100	1908.347842
1101	1908.344058
1102	1908.343612
1103	1908.195109
1104	1908.191881
1105	1908.191881
1106	1908.191435
1107	1908.191435
1108	1908.190656
1109	1908.190545
1110	1908.171619
1111	1908.171508
1112	1908.171508
1113	1908.171285
1114	1908.171063
1115	1908.170951
1116	1908.170951
1117	1908.150467
1118	1908.146237
1119	1908.143899
1120	1908.143899
1121	1908.143899
1122	1908.143899
1123	1908.139334
1124	1908.139223
1125	1908.139223
1126	1908.138889
1127	1908.138777
1128	1908.138889
1129	1908.138777
1130	1908.138221
1131	1908.137998
1132	1908.137887
1133	1908.137553
1134	1908.13733
1135	1908.136885
1136	1908.022212
1137	1907.968659
1138	1907.960308
1139	1907.95964
1140	1907.95964
1141	1907.959529
1142	1907.959195
1143	1907.959084
1144	1907.926127
1145	1907.926127
1146	1907.925904
1147	1907.925681
1148	1907.925681
1149	1907.925681
1150	1907.925681
1151	1907.925236
1152	1907.925347
1153	1907.881033
1154	1907.881144
1155	1907.737727
1156	1907.737616
1157	1907.737393
1158	1907.737616
1159	1907.737393
1160	1907.682273
1161	1907.674701
1162	1907.67381
1163	1907.673699
1164	1907.673699
1165	1907.659
1166	1907.659
1167	1907.6443
1168	1907.639957
1169	1907.612006
1170	1907.58038
1171	1907.577373
1172	1907.574812
1173	1907.571916
1174	1907.571582
1175	1907.531269
1176	1907.531046
1177	1907.530823
1178	1907.478926
1179	1907.471576
1180	1907.471019
1181	1907.306744
1182	1907.306744
1183	1907.306744
1184	1907.306521
1185	1907.300952
1186	1907.297388
1187	1907.297388
1188	1907.293936
1189	1907.290037
1190	1907.271883
1191	1907.271548
1192	1907.271326
1193	1907.271214
1194	1907.270992
1195	1907.142789
1196	1907.123742
1197	1907.103135
1198	1907.087094
1199	1907.056016
1200	1907.056128
1201	1906.971802
1202	1906.971913
1203	1906.971356
1204	1906.971356
1205	1906.968905
1206	1906.968348
1207	1906.968126
1208	1906.960551
1209	1906.960662
1210	1906.885912
1211	1906.885912
1212	1906.88569
1213	1906.883573
1214	1906.838343
1215	1906.838343
1216	1906.837897
1217	1906.836226
1218	1906.836226
1219	1906.835892
1220	1906.831436
1221	1906.831324
1222	1906.831102
1223	1906.830879
1224	1906.83099
1225	1906.782974
1226	1906.780857
1227	1906.780857
1228	1906.779743
1229	1906.714234
1230	1906.701755
1231	1906.701644
1232	1906.700753
1233	1906.700753
1234	1906.700641
1235	1906.700418
1236	1906.70053
1237	1906.679584
1238	1906.613848
1239	1906.613737
1240	1906.564824
1241	1906.534071
1242	1906.473233
1243	1906.472565
1244	1906.472342
1245	1906.472453
1246	1906.443594
1247	1906.422757
1248	1906.422757
1249	1906.418411
1250	1906.417519
1251	1906.417408
1252	1906.417296
1253	1906.417185
1254	1906.417185
1255	1906.273212
1256	1906.269758
1257	1906.269758
1258	1906.269646
1259	1906.269646
1260	1906.269646
1261	1906.269646
1262	1906.268978
1263	1906.268755
1264	1906.268086
1265	1906.268086
1266	1906.267975
1267	1906.267975
1268	1906.267752
1269	1906.267752
1270	1906.267752
1271	1906.267195
1272	1906.267083
1273	1906.267195
1274	1906.264297
1275	1906.263852
1276	1906.26374
1277	1906.263406
1278	1906.263294
1279	1906.26218
1280	1906.259728
1281	1906.087993
1282	1906.086544
1283	1906.086544
1284	1906.086544
1285	1906.068267
1286	1906.068155
1287	1906.045753
1288	1906.045753
1289	1906.045531
1290	1906.044862
1291	1906.044528
1292	1906.040961
1293	1906.040961
1294	1906.040961
1295	1906.040627
1296	1906.027252
1297	1906.026138
1298	1906.024689
1299	1906.024689
1300	1906.011649
1301	1905.94277
1302	1905.941878
1303	1905.941766
1304	1905.941989
1305	1905.940095
1306	1905.930398
1307	1905.909778
1308	1905.909778
1309	1905.89161
1310	1905.891053
1311	1905.891053
1312	1905.890941
1313	1905.890941
1314	1905.890941
1315	1905.883027
1316	1905.882916
1317	1905.882582
1318	1905.88247
1319	1905.870209
1320	1905.869763
1321	1905.655076
1322	1905.653404
1323	1905.626315
1324	1905.626204
1325	1905.626204
1326	1905.591312
1327	1905.587633
1328	1905.58741
1329	1905.577042
1330	1905.576151
1331	1905.482729
1332	1905.48284
1333	1905.48128
1334	1905.481391
1335	1905.480053
1336	1905.480053
1337	1905.479942
1338	1905.465003
1339	1905.464891
1340	1905.464557
1341	1905.464668
1342	1905.464334
1343	1905.463999
1344	1905.463999
1345	1905.449506
1346	1905.448949
1347	1905.448837
1348	1905.448726
1349	1905.433452
1350	1905.432337
1351	1905.426428
1352	1905.426317
1353	1905.426317
1354	1905.401678
1355	1905.401567
1356	1905.398222
1357	1905.397664
1358	1905.397664
1359	1905.377596
1360	1905.377262
1361	1905.363883
1362	1905.363548
1363	1905.363325
1364	1905.362433
1365	1905.344929
1366	1905.332442
1367	1905.332442
1368	1905.332219
1369	1905.330993
1370	1905.331104
1371	1905.331216
1372	1905.330881
1373	1904.836233
1374	1904.835117
1375	1904.831326
1376	1904.831103
1377	1904.823742
1378	1904.821066
1379	1904.785155
1380	1904.785043
1381	1904.783705
1382	1904.76508
1383	1904.763742
1384	1904.752701
1385	1904.752032
1386	1904.752032
1387	1904.751697
1388	1904.746567
1389	1904.746455
1390	1904.744002
1391	1904.737533
1392	1904.73586
1393	1904.73586
1394	1904.735191
1395	1904.735191
1396	1904.734745
1397	1904.734633
1398	1904.731399
1399	1904.731399
1400	1904.731287
1401	1904.73151
1402	1904.73151
1403	1904.711212
1404	1904.710655
1405	1904.704186
1406	1904.703405
1407	1904.687902
1408	1904.687679
1409	1904.687679
1410	1904.685226
1411	1904.684779
1412	1904.68266
1413	1904.682437
1414	1904.566218
1415	1904.565995
1416	1904.565884
1417	1904.566107
1418	1904.545918
1419	1904.54023
1420	1904.537664
1421	1904.520041
1422	1904.516472
1423	1904.495167
1424	1904.495167
1425	1904.495167
1426	1904.493271
1427	1904.48814
1428	1904.487805
1429	1904.487805
1430	1904.487582
1431	1904.479997
1432	1904.424113
1433	1904.424002
1434	1904.424002
1435	1904.415301
1436	1904.125927
1437	1904.125257
1438	1904.11477
1439	1904.096362
1440	1904.096362
1441	1904.051847
1442	1904.048611
1443	1904.047161
1444	1904.047049
1445	1904.047049
1446	1904.046715
1447	1904.046715
1448	1904.046715
1449	1904.044149
1450	1904.033438
1451	1904.011236
1452	1903.969173
1453	1903.969285
1454	1903.969285
1455	1903.947528
1456	1903.947528
1457	1903.947193
1458	1903.947193
1459	1903.902116
1460	1903.902116
1461	1903.902005
1462	1903.902005
1463	1903.896203
1464	1903.895533
1465	1903.852687
1466	1903.85146
1467	1903.8268
1468	1903.8268
1469	1903.826577
1470	1903.816089
1471	1903.815865
1472	1903.815977
1473	1903.815977
1474	1903.815865
1475	1903.815084
1476	1903.813857
1477	1903.813745
1478	1903.7767
1479	1903.776811
1480	1903.776588
1481	1903.776365
1482	1903.767327
1483	1903.763868
1484	1903.763868
1485	1903.763644
1486	1903.747018
1487	1903.742555
1488	1903.742331
1489	1903.742443
1490	1903.741662
1491	1903.725705
1492	1903.724366
1493	1903.709971
1494	1903.709748
1495	1903.709525
1496	1903.695465
1497	1903.679061
1498	1903.676941
1499	1903.674932
